age,job,marital,education,default,balance,housing,loan,last_contact_duration,campaign_contacs,passed _days,previous_contacts ,previous_marketing_outcome,successful_marketing
58,blue-collar,married,primary,no,781,yes,no,74,2,,0,unknown,0
29,admin.,single,secondary,no,1448,no,no,217,1,184,7,other,0
30,management,single,tertiary,no,604,no,yes,475,1,,0,unknown,0
29,admin.,single,secondary,no,-194,yes,no,127,1,,0,unknown,0
41,technician,married,secondary,no,0,no,no,101,1,,0,unknown,0
35,housemaid,married,primary,no,0,yes,no,340,3,,0,unknown,0
31,technician,single,secondary,no,1014,yes,no,158,4,,0,unknown,0
27,admin.,single,tertiary,no,73,no,no,242,1,,0,unknown,0
47,services,married,secondary,no,2597,yes,no,323,1,,0,unknown,0
53,self-employed,married,tertiary,no,2627,yes,yes,18,30,,0,unknown,0
34,management,married,tertiary,no,1906,yes,no,68,3,,0,unknown,0
34,blue-collar,married,primary,no,-319,yes,yes,134,4,,0,unknown,0
36,management,married,tertiary,no,-296,yes,no,113,3,,0,unknown,0
40,technician,married,secondary,no,169,yes,no,43,4,,0,unknown,0
37,self-employed,single,tertiary,no,556,no,no,200,2,,0,unknown,0
65,retired,divorced,unknown,no,300,no,no,245,2,,0,unknown,0
53,technician,divorced,secondary,no,751,yes,no,343,4,,0,unknown,0
28,technician,single,secondary,no,126,no,no,229,1,,0,unknown,0
33,technician,divorced,tertiary,no,-386,yes,no,530,1,,0,unknown,0
56,blue-collar,married,primary,no,379,no,no,58,5,,0,unknown,0
45,self-employed,married,secondary,no,706,no,no,78,2,176,1,success,0
39,technician,married,secondary,no,9121,no,no,147,1,,0,unknown,0
28,management,single,tertiary,no,1466,yes,no,40,1,,0,unknown,0
36,blue-collar,married,primary,no,0,yes,no,618,2,,0,unknown,0
41,blue-collar,married,primary,no,951,yes,no,23,4,,0,unknown,0
46,admin.,married,secondary,no,368,no,no,293,1,90,4,other,1
41,blue-collar,married,secondary,no,121,yes,no,16,6,176,5,other,0
59,services,married,secondary,no,204,no,no,286,2,,0,unknown,0
24,admin.,married,secondary,no,299,yes,no,209,1,321,1,failure,0
34,management,married,tertiary,no,4170,yes,no,935,1,,0,unknown,0
40,blue-collar,married,primary,no,-335,yes,no,260,1,,0,unknown,0
42,admin.,married,secondary,no,3165,yes,no,298,4,,0,unknown,0
50,services,married,secondary,no,254,yes,no,397,2,337,1,failure,0
25,management,single,tertiary,no,553,yes,no,113,4,479,1,failure,0
51,services,divorced,secondary,no,518,yes,no,76,1,,0,unknown,0
50,management,married,tertiary,no,85,no,yes,141,1,,0,unknown,0
37,blue-collar,married,unknown,no,603,yes,no,773,2,,0,unknown,0
21,services,single,secondary,no,361,no,no,329,1,95,1,other,0
52,blue-collar,married,secondary,no,-98,yes,no,423,1,,0,unknown,0
55,retired,married,primary,no,4424,no,no,67,4,,0,unknown,0
26,technician,single,secondary,no,2610,yes,yes,626,1,,0,unknown,0
38,technician,married,tertiary,no,3234,no,no,578,2,,0,unknown,1
32,blue-collar,married,secondary,no,687,yes,no,61,1,,0,unknown,0
31,blue-collar,married,secondary,no,631,yes,no,248,4,,0,unknown,0
34,technician,single,secondary,no,341,no,yes,136,1,262,3,failure,0
33,technician,single,tertiary,no,316,no,no,126,3,,0,unknown,0
35,technician,married,secondary,no,2,no,no,653,3,,0,unknown,0
44,management,married,unknown,no,415,yes,no,7,7,,0,unknown,0
48,management,divorced,tertiary,no,507,yes,no,528,1,,0,unknown,0
29,blue-collar,married,secondary,no,912,yes,no,785,1,,0,unknown,0
50,management,married,tertiary,no,0,no,no,243,5,,0,unknown,0
37,blue-collar,married,primary,no,37,yes,no,24,2,362,1,other,0
44,admin.,single,secondary,no,2524,no,no,82,1,,0,unknown,0
36,unemployed,single,tertiary,no,9019,yes,no,952,3,,0,unknown,0
49,blue-collar,divorced,unknown,no,39,yes,no,27,5,,0,unknown,0
31,blue-collar,married,secondary,no,0,yes,no,143,1,,0,unknown,0
49,technician,divorced,secondary,no,265,yes,no,274,6,,0,unknown,0
35,blue-collar,single,secondary,no,0,yes,no,1174,1,345,4,other,1
57,admin.,divorced,unknown,no,4012,no,no,915,1,,0,unknown,0
42,blue-collar,married,primary,no,1520,yes,no,115,1,,0,unknown,0
36,blue-collar,divorced,secondary,no,-140,yes,no,222,2,,0,unknown,0
75,retired,divorced,primary,no,852,no,no,341,1,,0,unknown,0
38,blue-collar,single,secondary,no,578,yes,no,112,2,,0,unknown,0
40,blue-collar,married,primary,yes,0,yes,no,64,2,,0,unknown,0
38,services,single,secondary,no,2253,yes,no,937,3,,0,unknown,1
34,management,single,tertiary,no,1171,yes,no,129,1,,0,unknown,0
29,technician,single,tertiary,no,452,yes,no,59,1,,0,unknown,0
28,admin.,married,secondary,no,-97,yes,no,79,1,225,2,success,0
79,retired,married,secondary,no,4738,no,no,151,5,,0,unknown,0
51,admin.,divorced,secondary,no,467,yes,no,83,1,,0,unknown,0
32,student,single,tertiary,no,0,no,no,101,5,3,6,other,0
36,management,married,tertiary,no,495,no,no,157,3,97,2,success,1
38,entrepreneur,married,secondary,no,157,no,yes,57,11,366,1,other,0
49,self-employed,married,secondary,no,358,yes,yes,176,3,,0,unknown,0
42,services,married,secondary,no,292,yes,no,222,3,,0,unknown,0
43,blue-collar,married,primary,no,7343,yes,no,217,4,,0,unknown,0
34,blue-collar,married,secondary,no,-563,yes,no,252,1,,0,unknown,0
59,retired,single,secondary,no,351,yes,no,1063,5,,0,unknown,1
35,unknown,married,primary,no,365,no,no,41,2,,0,unknown,0
33,blue-collar,single,secondary,no,13494,yes,no,27,25,,0,unknown,0
34,admin.,single,secondary,no,846,yes,no,758,2,,0,unknown,0
64,retired,married,secondary,no,1574,no,no,301,3,,0,unknown,1
34,entrepreneur,married,tertiary,no,-28,yes,no,574,1,,0,unknown,0
77,retired,married,tertiary,no,0,no,no,847,1,60,1,success,1
57,retired,married,primary,no,2927,no,yes,78,5,,0,unknown,0
30,blue-collar,married,secondary,no,501,yes,yes,514,1,,0,unknown,0
56,housemaid,divorced,primary,yes,1238,no,no,1558,1,,0,unknown,1
49,unknown,married,unknown,no,301,no,no,789,2,,0,unknown,0
73,retired,married,primary,no,1388,no,no,146,3,190,3,success,0
39,technician,single,secondary,no,102,yes,no,272,2,,0,unknown,0
57,technician,divorced,primary,no,13,yes,no,323,2,368,2,failure,0
32,self-employed,married,secondary,no,413,yes,no,712,2,,0,unknown,0
32,technician,single,tertiary,no,4665,yes,no,860,2,,0,unknown,1
45,admin.,married,secondary,no,638,yes,no,75,9,,0,unknown,0
32,blue-collar,married,secondary,no,101,yes,no,191,4,,0,unknown,0
31,management,married,tertiary,no,1224,yes,yes,1441,2,,0,unknown,1
49,self-employed,married,secondary,no,1103,no,no,428,2,,0,unknown,0
29,services,married,secondary,no,3748,no,no,322,3,,0,unknown,0
55,technician,married,secondary,no,955,yes,no,104,1,,0,unknown,0
30,admin.,married,secondary,no,518,yes,no,127,1,,0,unknown,0
45,services,single,primary,no,1893,yes,no,1259,6,,0,unknown,1
39,technician,married,tertiary,no,14,no,no,114,2,,0,unknown,0
36,admin.,married,secondary,no,-423,yes,yes,106,1,,0,unknown,0
33,management,married,tertiary,no,3696,no,no,305,1,182,3,failure,0
36,management,married,tertiary,no,2987,yes,no,307,1,,0,unknown,1
31,technician,single,secondary,no,433,no,no,1504,2,,0,unknown,0
36,technician,married,unknown,no,756,no,no,396,3,,0,unknown,0
38,technician,single,tertiary,no,0,yes,no,71,1,,0,unknown,0
33,unknown,married,secondary,no,2727,no,no,205,3,,0,unknown,0
40,technician,married,secondary,no,93,yes,no,134,2,,0,unknown,0
31,blue-collar,married,secondary,no,1766,no,yes,166,2,,0,unknown,1
39,services,married,secondary,no,124,yes,no,81,5,,0,unknown,0
33,admin.,married,tertiary,no,69,no,yes,77,2,,0,unknown,0
53,services,divorced,secondary,no,0,no,no,80,2,,0,unknown,1
38,management,married,tertiary,no,0,yes,no,537,5,303,2,failure,0
59,technician,married,secondary,no,259,no,no,415,1,89,1,success,1
55,blue-collar,married,primary,no,4103,no,no,291,1,,0,unknown,0
38,technician,single,tertiary,no,744,yes,no,283,1,288,12,other,0
48,services,married,secondary,no,116,yes,no,70,4,,0,unknown,0
53,blue-collar,married,secondary,no,70,yes,no,611,2,,0,unknown,0
44,admin.,divorced,secondary,no,432,no,no,132,3,,0,unknown,0
57,management,married,tertiary,no,1172,no,no,26,1,,0,unknown,0
29,blue-collar,single,secondary,no,9,yes,no,262,3,,0,unknown,0
31,services,married,secondary,no,428,yes,no,272,1,,0,unknown,0
35,technician,single,tertiary,no,7546,yes,no,137,1,122,3,failure,0
31,blue-collar,married,primary,no,620,no,no,95,1,,0,unknown,0
35,self-employed,married,tertiary,no,8647,no,no,140,2,,0,unknown,0
40,management,single,secondary,no,192,yes,no,71,11,,0,unknown,0
39,blue-collar,married,secondary,no,0,yes,no,502,1,7,2,failure,0
43,technician,single,tertiary,no,27733,yes,no,164,7,,0,unknown,0
44,entrepreneur,married,primary,no,276,yes,yes,219,1,,0,unknown,0
29,technician,single,secondary,no,113,no,no,328,2,183,4,success,1
40,technician,married,secondary,no,782,yes,no,224,2,,0,unknown,0
33,entrepreneur,married,primary,no,82,yes,no,63,2,,0,unknown,0
46,management,married,tertiary,no,1008,no,no,24,13,,0,unknown,0
27,unknown,single,tertiary,no,6421,no,no,147,4,,0,unknown,0
26,admin.,single,secondary,no,443,no,no,84,3,,0,unknown,0
41,technician,married,secondary,no,351,yes,no,175,1,,0,unknown,0
34,technician,married,tertiary,no,5060,yes,no,12,21,,0,unknown,0
39,technician,single,tertiary,no,-41,no,yes,40,15,,0,unknown,0
27,services,single,secondary,no,-124,no,no,217,1,,0,unknown,0
31,blue-collar,married,secondary,no,79,yes,yes,235,11,,0,unknown,0
44,unemployed,single,secondary,no,3945,no,no,255,1,,0,unknown,0
55,retired,married,tertiary,no,197,no,yes,256,1,,0,unknown,0
51,blue-collar,divorced,primary,no,837,no,no,41,2,,0,unknown,0
50,management,married,tertiary,no,-94,no,yes,75,1,,0,unknown,0
30,services,married,secondary,no,1743,yes,no,192,4,,0,unknown,0
46,technician,married,secondary,no,57,no,no,796,1,,0,unknown,1
49,admin.,married,secondary,no,635,no,no,220,3,,0,unknown,0
56,retired,married,secondary,no,-113,yes,yes,614,2,,0,unknown,0
47,admin.,divorced,secondary,no,225,no,no,1126,4,,0,unknown,1
30,admin.,married,secondary,no,124,no,no,161,2,,0,unknown,0
36,entrepreneur,single,secondary,no,475,no,no,141,3,,0,unknown,0
40,management,married,tertiary,no,-7,no,yes,697,1,,0,unknown,0
37,technician,single,secondary,yes,375,no,no,223,2,,0,unknown,0
42,admin.,divorced,secondary,no,936,no,no,931,1,,0,unknown,1
45,technician,married,secondary,no,1415,yes,no,483,1,116,1,failure,0
34,unemployed,single,secondary,no,0,no,no,63,2,,0,unknown,0
27,admin.,single,secondary,no,3638,no,no,271,5,,0,unknown,0
30,blue-collar,married,secondary,no,-99,yes,no,144,5,,0,unknown,0
32,technician,married,secondary,no,167,yes,yes,79,3,,0,unknown,0
46,housemaid,married,primary,no,19,yes,no,171,1,,0,unknown,0
29,self-employed,married,tertiary,no,242,yes,no,73,4,,0,unknown,0
53,unknown,married,unknown,no,13,no,no,69,1,,0,unknown,0
32,technician,married,secondary,no,286,no,no,60,1,343,4,failure,0
49,unemployed,married,secondary,no,769,yes,no,257,1,,0,unknown,0
35,management,married,tertiary,no,93,no,no,198,2,88,1,other,0
38,blue-collar,married,secondary,no,1663,yes,no,217,3,327,1,failure,0
39,entrepreneur,married,primary,no,238,yes,yes,134,1,,0,unknown,0
34,technician,single,secondary,no,2178,yes,no,41,1,,0,unknown,0
42,blue-collar,married,primary,no,792,yes,yes,611,2,175,12,other,0
35,blue-collar,single,unknown,no,871,yes,no,216,3,,0,unknown,0
60,admin.,married,secondary,no,1025,no,no,388,8,,0,unknown,0
57,technician,divorced,secondary,no,63,yes,no,242,1,,0,unknown,0
31,blue-collar,single,secondary,no,16,no,no,387,1,,0,unknown,0
29,management,single,secondary,no,417,no,no,90,1,,0,unknown,0
41,services,married,secondary,no,3992,yes,no,281,2,,0,unknown,0
46,blue-collar,married,primary,no,2749,yes,no,332,1,,0,unknown,0
33,technician,married,secondary,no,133,no,no,218,1,,0,unknown,1
32,blue-collar,single,secondary,no,1721,yes,no,650,2,,0,unknown,0
54,management,divorced,tertiary,no,2171,yes,yes,1034,1,,0,unknown,1
37,services,married,secondary,no,4760,yes,no,182,2,169,2,failure,0
32,technician,single,secondary,no,2979,no,no,156,1,,0,unknown,0
43,management,married,tertiary,no,690,yes,no,171,3,,0,unknown,0
50,blue-collar,divorced,secondary,no,203,yes,no,265,1,127,4,other,0
34,blue-collar,married,secondary,no,322,yes,no,10,3,,0,unknown,0
31,admin.,divorced,secondary,no,1210,no,no,350,1,,0,unknown,0
43,self-employed,married,secondary,no,634,yes,no,65,1,131,1,failure,0
49,entrepreneur,married,secondary,no,273,no,no,58,1,,0,unknown,0
22,student,single,unknown,no,47,no,no,69,3,,0,unknown,0
35,management,married,tertiary,no,1100,no,yes,127,2,,0,unknown,0
56,admin.,married,secondary,no,0,yes,no,154,2,,0,unknown,0
53,blue-collar,married,secondary,no,0,no,no,36,4,,0,unknown,0
54,entrepreneur,married,tertiary,no,1544,no,yes,85,7,196,3,failure,0
32,services,single,unknown,no,6145,yes,no,362,1,287,13,failure,0
41,self-employed,married,secondary,no,28,yes,no,49,1,,0,unknown,0
40,blue-collar,married,secondary,no,1012,yes,no,410,1,,0,unknown,0
33,blue-collar,married,primary,no,245,yes,yes,253,3,,0,unknown,0
33,management,single,tertiary,no,1998,no,no,570,1,,0,unknown,0
34,blue-collar,married,secondary,no,3990,yes,no,633,7,,0,unknown,0
36,services,married,secondary,no,1328,yes,no,82,4,,0,unknown,0
34,entrepreneur,married,tertiary,no,412,yes,yes,164,1,,0,unknown,0
55,management,married,primary,no,229,no,yes,175,3,,0,unknown,0
28,student,single,tertiary,no,1562,no,no,659,4,,0,unknown,1
29,admin.,single,secondary,no,3432,yes,no,139,2,,0,unknown,0
31,admin.,single,secondary,no,144,yes,no,43,11,,0,unknown,0
52,management,married,tertiary,no,1339,yes,no,343,5,,0,unknown,0
54,services,married,unknown,no,386,no,yes,74,1,152,1,success,0
43,blue-collar,married,primary,no,7727,yes,no,302,8,,0,unknown,0
55,entrepreneur,married,secondary,no,204,no,no,455,13,,0,unknown,0
28,blue-collar,divorced,unknown,no,101,yes,no,126,4,,0,unknown,0
45,unemployed,divorced,secondary,no,728,yes,yes,107,1,,0,unknown,0
45,entrepreneur,married,primary,no,2418,yes,no,120,1,,0,unknown,0
51,management,married,tertiary,no,2934,yes,no,727,4,,0,unknown,0
42,technician,single,secondary,no,0,yes,no,275,4,,0,unknown,0
43,unknown,single,unknown,no,181,no,no,41,1,,0,unknown,0
34,management,married,tertiary,no,176,no,no,61,4,,0,unknown,0
36,blue-collar,married,primary,no,49,yes,no,232,2,365,5,other,0
37,blue-collar,married,secondary,no,2023,yes,no,214,1,,0,unknown,0
50,blue-collar,married,secondary,no,372,yes,no,21,1,,0,unknown,0
42,management,divorced,unknown,no,7702,no,no,138,2,,0,unknown,1
34,blue-collar,single,primary,no,464,yes,no,173,1,299,2,other,0
48,management,married,secondary,no,117,yes,no,635,1,,0,unknown,0
47,admin.,married,secondary,no,104,yes,yes,77,2,,0,unknown,0
40,management,married,tertiary,no,1041,yes,no,73,1,,0,unknown,0
37,management,married,tertiary,no,539,no,no,540,2,115,3,failure,0
38,blue-collar,married,primary,no,0,yes,no,179,2,,0,unknown,0
29,technician,single,tertiary,no,406,yes,no,119,1,,0,unknown,0
46,blue-collar,married,primary,no,2558,yes,no,107,1,167,1,other,0
26,blue-collar,married,secondary,no,484,yes,no,48,2,,0,unknown,0
30,services,single,tertiary,no,3516,yes,no,447,4,,0,unknown,0
42,blue-collar,married,secondary,no,5639,yes,no,430,2,,0,unknown,0
42,management,single,tertiary,no,100,no,no,64,2,,0,unknown,0
31,admin.,single,secondary,no,1306,yes,no,217,5,,0,unknown,0
37,management,single,tertiary,no,815,yes,no,77,1,,0,unknown,0
26,blue-collar,married,secondary,no,245,yes,no,16,11,,0,unknown,0
54,blue-collar,married,unknown,no,191,no,no,753,2,,0,unknown,0
70,retired,married,secondary,no,2815,no,no,125,2,182,1,failure,0
29,self-employed,single,secondary,no,3672,yes,yes,1210,1,,0,unknown,0
50,services,married,secondary,no,1572,yes,no,185,1,,0,unknown,0
60,unemployed,divorced,secondary,no,385,yes,no,80,1,,0,unknown,0
32,technician,single,secondary,no,29,no,no,156,2,,0,unknown,0
32,technician,married,secondary,no,84,no,yes,403,3,,0,unknown,0
34,self-employed,single,tertiary,no,876,yes,no,145,2,,0,unknown,0
48,services,single,primary,no,1499,yes,no,17,7,,0,unknown,0
25,student,married,tertiary,no,0,yes,no,160,1,,0,unknown,0
32,management,married,secondary,no,6217,yes,yes,486,2,181,2,failure,0
32,blue-collar,married,primary,no,329,yes,no,321,1,,0,unknown,0
47,admin.,divorced,secondary,no,162,yes,no,203,4,,0,unknown,0
32,technician,married,unknown,no,14533,no,no,646,3,198,2,success,0
49,management,single,tertiary,no,151,yes,no,97,3,,0,unknown,1
53,services,married,secondary,no,-2,yes,yes,144,2,,0,unknown,0
41,blue-collar,single,unknown,no,4684,no,no,30,6,,0,unknown,0
47,management,divorced,tertiary,no,1149,no,yes,82,2,,0,unknown,0
35,blue-collar,married,primary,no,11,yes,no,326,4,,0,unknown,0
33,management,single,secondary,no,8004,no,no,414,3,,0,unknown,0
49,blue-collar,married,primary,no,1019,yes,no,285,5,,0,unknown,0
46,management,divorced,tertiary,no,1297,no,no,716,3,,0,unknown,1
29,management,divorced,tertiary,no,415,yes,yes,449,4,,0,unknown,0
58,self-employed,married,primary,no,671,yes,no,16,3,,0,unknown,0
40,admin.,single,secondary,no,2378,yes,no,65,1,,0,unknown,0
34,management,married,tertiary,no,417,yes,no,138,1,,0,unknown,0
60,retired,married,primary,no,71,no,no,121,3,,0,unknown,0
43,management,married,tertiary,no,1188,no,no,140,2,,0,unknown,0
50,blue-collar,married,primary,no,8139,yes,no,256,6,,0,unknown,0
33,blue-collar,married,secondary,no,249,yes,no,61,4,,0,unknown,0
37,blue-collar,married,primary,no,689,yes,no,367,2,,0,unknown,0
55,self-employed,married,secondary,no,203,yes,no,9,5,174,12,other,0
45,blue-collar,single,primary,yes,-183,no,yes,395,4,,0,unknown,0
47,blue-collar,married,primary,no,3451,no,yes,125,2,,0,unknown,0
58,technician,married,secondary,no,116,no,no,580,3,,0,unknown,0
36,services,married,secondary,no,1746,yes,no,15,1,316,1,failure,0
55,technician,married,secondary,no,0,yes,no,119,2,,0,unknown,0
31,blue-collar,married,secondary,no,897,yes,no,26,2,,0,unknown,0
38,technician,married,secondary,no,821,yes,yes,224,2,180,1,failure,0
42,blue-collar,married,secondary,no,130,yes,no,285,1,,0,unknown,0
32,management,divorced,tertiary,no,1,yes,no,399,4,,0,unknown,0
39,blue-collar,married,secondary,no,8,no,no,88,3,,0,unknown,0
41,technician,married,secondary,no,55,yes,no,185,4,,0,unknown,0
59,blue-collar,married,primary,no,699,no,no,98,1,154,6,failure,0
42,unemployed,divorced,secondary,no,759,no,no,97,1,169,3,failure,0
33,blue-collar,married,secondary,no,687,yes,no,72,2,370,1,failure,0
53,retired,married,secondary,no,4968,no,no,109,1,87,2,failure,0
43,blue-collar,married,primary,no,1211,yes,no,208,3,,0,unknown,0
39,self-employed,single,tertiary,no,426,no,no,1029,1,,0,unknown,1
27,entrepreneur,single,secondary,no,376,yes,yes,273,1,,0,unknown,0
39,management,married,tertiary,no,12,yes,no,130,1,,0,unknown,0
27,blue-collar,single,secondary,no,23,no,no,590,2,,0,unknown,0
